071727.00,3103.3181587,11925.0744586
071727.10,3103.3181587,11925.0744590
071727.20,3103.3181588,11925.0744591
071727.30,3103.3181587,11925.0744587
071727.40,3103.3181592,11925.0744594
071727.50,3103.3181593,11925.0744596
071727.60,3103.3181591,11925.0744599
071727.70,3103.3181585,11925.0744593
071727.80,3103.3181585,11925.0744597
071727.90,3103.3181588,11925.0744596
071728.00,3103.3181588,11925.0744591
071728.10,3103.3181581,11925.0744585
071728.20,3103.3181592,11925.0744597
071728.30,3103.3181593,11925.0744598
071728.40,3103.3181586,11925.0744587
071728.50,3103.3181589,11925.0744592
071728.60,3103.3181591,11925.0744590
071728.70,3103.3181590,11925.0744585
071728.80,3103.3181591,11925.0744589
071728.90,3103.3181585,11925.0744586
071729.00,3103.3181587,11925.0744581
071729.10,3103.3181587,11925.0744586
071729.20,3103.3181578,11925.0744581
071729.30,3103.3181580,11925.0744579
071729.40,3103.3181587,11925.0744588
071729.50,3103.3181570,11925.0744577
071729.60,3103.3181584,11925.0744585
071729.70,3103.3181583,11925.0744585
071729.80,3103.3181578,11925.0744588
071729.90,3103.3181580,11925.0744586
071730.00,3103.3181585,11925.0744592
071730.10,3103.3181575,11925.0744587
071730.20,3103.3181587,11925.0744594
071730.30,3103.3181575,11925.0744587
071730.40,3103.3181575,11925.0744589
071730.50,3103.3181579,11925.0744592
071730.60,3103.3181569,11925.0744583
071730.70,3103.3181581,11925.0744592
071730.80,3103.3181580,11925.0744589
071730.90,3103.3181578,11925.0744589
071731.00,3103.3181572,11925.0744588
071731.10,3103.3181582,11925.0744594
071731.20,3103.3181580,11925.0744597
071731.30,3103.3181573,11925.0744590
071731.40,3103.3181578,11925.0744594
071731.50,3103.3181574,11925.0744593
071731.60,3103.3181578,11925.0744594
071731.70,3103.3181574,11925.0744596
071731.80,3103.3181577,11925.0744597
071731.90,3103.3181561,11925.0744587
071732.00,3103.3181574,11925.0744594
071732.10,3103.3181569,11925.0744594
071732.20,3103.3181572,11925.0744595
071732.30,3103.3181566,11925.0744596
071732.40,3103.3181573,11925.0744596
071732.50,3103.3181578,11925.0744597
071732.60,3103.3181578,11925.0744592
071732.70,3103.3181573,11925.0744593
071732.80,3103.3181580,11925.0744590
071732.90,3103.3181578,11925.0744592
071733.00,3103.3181576,11925.0744587
071733.10,3103.3181587,11925.0744592
071733.20,3103.3181575,11925.0744586
071733.30,3103.3181581,11925.0744587
071733.40,3103.3181585,11925.0744589
071733.50,3103.3181583,11925.0744585
071733.60,3103.3181586,11925.0744588
071733.70,3103.3181578,11925.0744581
071733.80,3103.3181585,11925.0744587
071733.90,3103.3181581,11925.0744586
071734.00,3103.3181583,11925.0744589
071734.10,3103.3181588,11925.0744586
071734.20,3103.3181590,11925.0744591
071734.30,3103.3181588,11925.0744589
071734.40,3103.3181586,11925.0744587
071734.50,3103.3181588,11925.0744586
071734.60,3103.3181589,11925.0744590
071734.70,3103.3181586,11925.0744591
071734.80,3103.3181590,11925.0744590
071734.90,3103.3181595,11925.0744594
071735.00,3103.3181588,11925.0744589
071735.10,3103.3181592,11925.0744590
071735.20,3103.3181597,11925.0744588
071735.30,3103.3181589,11925.0744587
071735.40,3103.3181595,11925.0744593
071735.50,3103.3181588,11925.0744585
071735.60,3103.3181598,11925.0744589
071735.70,3103.3181594,11925.0744587
071735.80,3103.3181603,11925.0744594
071735.90,3103.3181597,11925.0744593
071736.00,3103.3181595,11925.0744592
071736.10,3103.3181601,11925.0744595
071736.20,3103.3181593,11925.0744590
071736.30,3103.3181592,11925.0744590
071736.40,3103.3181593,11925.0744597
071736.50,3103.3181596,11925.0744592
071736.60,3103.3181603,11925.0744604
071736.70,3103.3181599,11925.0744604
071736.80,3103.3181601,11925.0744600
071736.90,3103.3181611,11925.0744611
071737.00,3103.3181609,11925.0744609
071737.10,3103.3181609,11925.0744611
071737.20,3103.3181609,11925.0744612
071737.30,3103.3181612,11925.0744610
071737.40,3103.3181608,11925.0744610
071737.50,3103.3181615,11925.0744608
071737.60,3103.3181603,11925.0744603
071737.70,3103.3181608,11925.0744606
071737.80,3103.3181616,11925.0744606
071737.90,3103.3181608,11925.0744607
071738.00,3103.3181618,11925.0744608
071738.10,3103.3181611,11925.0744607
071738.20,3103.3181616,11925.0744609
071738.30,3103.3181612,11925.0744615
071738.40,3103.3181610,11925.0744615
071738.50,3103.3181609,11925.0744614
071738.60,3103.3181611,11925.0744617
071738.70,3103.3181616,11925.0744622
071738.80,3103.3181607,11925.0744614
071738.90,3103.3181610,11925.0744617
071739.00,3103.3181609,11925.0744610
071739.10,3103.3181604,11925.0744613
071739.20,3103.3181608,11925.0744611
071739.30,3103.3181603,11925.0744604
071739.40,3103.3181605,11925.0744608
071739.50,3103.3181603,11925.0744608
071739.60,3103.3181613,11925.0744605
071739.70,3103.3181612,11925.0744604
071739.80,3103.3181606,11925.0744599
071739.90,3103.3181610,11925.0744599
071740.00,3103.3181610,11925.0744602
071740.10,3103.3181601,11925.0744596
071740.20,3103.3181601,11925.0744592
071740.30,3103.3181602,11925.0744600
071740.40,3103.3181603,11925.0744604
071740.50,3103.3181608,11925.0744602
071740.60,3103.3181604,11925.0744602
071740.70,3103.3181598,11925.0744598
071740.80,3103.3181607,11925.0744603
071740.90,3103.3181605,11925.0744602
071741.00,3103.3181612,11925.0744608
071741.10,3103.3181614,11925.0744599
071741.20,3103.3181625,11925.0744607
071741.30,3103.3181622,11925.0744603
071741.40,3103.3181617,11925.0744602
071741.50,3103.3181611,11925.0744597
